ObjectId,organization,department,division,branch,unit,suite,office,address,community,latitude,longitude,mailcode
43,,Commissioners Office,,,,,,412 Main Street,Whitehorse,60.718624355,-135.058176759,A20
44,,Justice,,,,,,705 B Church Street,Dawson City,64.0582024710001,-139.435854055,J7DC
45,,Health and Social Services,,,,,,895 Third Avenue,Dawson City,64.0605174300001,-139.434460959,X1DC
46,,Health and Social Services,,,,,,Box 2703,Whitehorse,60.72085,-135.05323,
47,,Health and Social Services,,,,,,Box 2703,Whitehorse,60.72085,-135.05323,
48,,Health and Social Services,Branch reports direct to HSS DM,Communications,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
49,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,603 Frank Trail,Watson Lake,60.061552879,-128.703670048,X1WL
50,,Health and Social Services,,,,,,H19,Whitehorse,60.72085,-135.05323,
51,,Health and Social Services,,,,,,"Box 2703, #2 HRD",Whitehorse,60.72085,-135.05323,
52,,Executive Council Office,Aboriginal Relations,Implementation and Reconciliation,,,,204 Main Street,Whitehorse,60.7195423540001,-135.053177091,A14
53,,Highways and Public Works,Transportation,Transport Services,Road Safety,A,,2251 2nd Avenue,Whitehorse,60.729540866,-135.062873066,W17
54,,Environment,,,,,,"Box 2703,",Whitehorse,60.72085,-135.05323,
55,,Health and Social Services,,,,,,"Box 2703,",Whitehorse,60.72085,-135.05323,
56,,Health and Social Services,,,,,,"Box 2703,",Whitehorse,60.72085,-135.05323,
57,,Health and Social Services,,,,,,"Box 2703,",Whitehorse,60.72085,-135.05323,
58,,Health and Social Services,,,,,,"Box 2703,",Whitehorse,60.72085,-135.05323,
59,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,603 Frank Trail,Watson Lake,60.061552879,-128.703670048,X1WL
60,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,603 Frank Trail,Watson Lake,60.061552879,-128.703670048,X1WL
61,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,603 Frank Trail,Watson Lake,60.061552879,-128.703670048,X1WL
62,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,Watson Lake Liquor Store and Territorial Agent,,,603 Frank Trail,Watson Lake,60.061552879,-128.703670048,X1WL
63,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,Watson Lake Liquor Store and Territorial Agent,,,603 Frank Trail,Watson Lake,60.061552879,-128.703670048,X1WL
64,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,895 Third Avenue,Dawson City,64.0605174300001,-139.434460959,X1DC
65,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,895 Third Avenue,Dawson City,64.0605174300001,-139.434460959,X1DC
66,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,895 Third Avenue,Dawson City,64.0605174300001,-139.434460959,X1DC
67,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,895 Third Avenue,Dawson City,64.0605174300001,-139.434460959,X1DC
68,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,895 Third Avenue,Dawson City,64.0605174300001,-139.434460959,X1DC
69,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,895 Third Avenue,Dawson City,64.0605174300001,-139.434460959,X1DC
70,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,Dawson City Liquor Store and Territorial Agent,,,895 Third Avenue,Dawson City,64.0605174300001,-139.434460959,X1DC
71,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,Dawson City Liquor Store and Territorial Agent,,,895 Third Avenue,Dawson City,64.0605174300001,-139.434460959,X1DC
72,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,Bell Avenue,Faro,62.227838848,-133.353360201,X1FA
73,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,,,,Bell Avenue,Faro,62.227838848,-133.353360201,X1FA
74,,Yukon Liquor Corporation,Operations ,Rural Stores and Territorial Agent Services,Faro Liquor Store and Territorial Agent,,,Bell Avenue,Faro,62.227838848,-133.353360201,X1FA
75,,Health and Social Services,Branch reports direct to HSS DM,Communications,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
76,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Central Region,,,113 Industrial Road,Whitehorse,60.7350787240001,-135.077134748,W6
77,,Health and Social Services,,,,,,"Box 2703, #2HSPRD",Whitehorse,60.72085,-135.05323,
78,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,527 Fifth Ave.,Dawson City,64.0567775910001,-139.436165345,W6DC
79,,Health and Social Services,Branch reports direct to HSS DM,Communications,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
80,,Health and Social Services,,,,,,"Box 2703, 4Hosp",Whitehorse,60.72085,-135.05323,
81,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,527 Fifth Ave.,Dawson City,64.0567775910001,-139.436165345,W6DC
82,,Education,Branch reports direct to EDU DM,Human Resource Services,,,,1000 Lewes Boulevard,Whitehorse,60.713791046,-135.044148913,E1
83,,Highways and Public Works,Transportation,Transport Services,Road Safety,A,,2251 2nd Avenue,Whitehorse,60.729540866,-135.062873066,W17
84,,Health and Social Services,,,,,,H-19,Whitehorse,60.72085,-135.05323,
85,,Health and Social Services,Branch reports direct to HSS DM,Communications,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
86,,Highways and Public Works,Transportation,Transport Services,Yukon Driver Control Board,A,,2251 2nd Avenue,Whitehorse,60.729540866,-135.062873066,W23
87,,Public Service Commission,Branch reports direct to PSC Commissioner,Corporate Human Resources and Diversity Services,Workplace Diversity Employment Office,,,2071 2nd Avenue,Whitehorse,60.716785814,-135.050013432,Z2
88,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,527 Fifth Ave.,Dawson City,64.0567775910001,-139.436165345,W6DC
89,,Education,,,,,,"Box 2703, E-1",Whitehorse,60.72085,-135.05323,
90,,Highways and Public Works,Transportation,Transport Services,Yukon Driver Control Board,A,,2251 2nd Avenue,Whitehorse,60.729540866,-135.062873066,W23
91,,Health and Social Services,,,,,,"Box 2703, H-13",Whitehorse,60.72085,-135.05323,
92,,Health and Social Services,,,,,,"Box 2703, H-15",Whitehorse,60.72085,-135.05323,
93,,Health and Social Services,Corporate Services ,Information Services Branch,,suite 105,,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H22
94,,Health and Social Services,,,,,,H-2,Whitehorse,60.72085,-135.05323,
95,,Health and Social Services,,,,,,"Box 2703, H-16",Whitehorse,60.72085,-135.05323,
96,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,527 Fifth Ave.,Dawson City,64.0567775910001,-139.436165345,W6DC
97,,Health and Social Services,Branch reports direct to HSS DM,Communications,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
98,,Health and Social Services,Health Services,,,suite 105,,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H22
99,,Health and Social Services,,,,,,H-21,Whitehorse,60.72085,-135.05323,
100,,Energy Mines and Resources,Client Services and Partnerships,Compliance Monitoring and Inspection,Operations,,,Mile 918 Alaska Highway,Whitehorse,60.736833,-135.098865,KWD
101,,Justice,,,,,,H4-A,Whitehorse,60.72085,-135.05323,
102,,Health and Social Services,Health Services,Health System Improvement and Transformation,Chronic Disease Management,suite 105,,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H22
103,,Health and Social Services,Continuing Care,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
104,,Energy Mines and Resources,Client Services and Partnerships,Compliance Monitoring and Inspection,Operations,,,Mile 918 Alaska Highway,Whitehorse,60.736833,-135.098865,KWD
105,,Health and Social Services,,,,,,H-4A,Whitehorse,60.72085,-135.05323,
106,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,527 Fifth Ave.,Dawson City,64.0567775910001,-139.436165345,W6DC
107,,Health and Social Services,,,,,,"Box 2703, H-18",Whitehorse,60.72085,-135.05323,
108,,Health and Social Services,,,,,,H-4A,Whitehorse,60.72085,-135.05323,
109,,Health and Social Services,,,,,,"Box 2703, H-18",Whitehorse,60.72085,-135.05323,
110,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,527 Fifth Ave.,Dawson City,64.0567775910001,-139.436165345,W6DC
111,,Health and Social Services,,,,,,H-4A,Whitehorse,60.72085,-135.05323,
112,,Health and Social Services,,,,,,"Box 2703, H-18",Whitehorse,60.72085,-135.05323,
113,,Health and Social Services,Continuing Care,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
114,,Health and Social Services,Health Services,Health System Improvement and Transformation,Chronic Disease Management,suite 105,,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H22
115,,Health and Social Services,,,,,,H-4B,Whitehorse,60.72085,-135.05323,
116,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,527 Fifth Ave.,Dawson City,64.0567775910001,-139.436165345,W6DC
117,,Health and Social Services,,,,,,H-4B,Whitehorse,60.72085,-135.05323,
118,,Health and Social Services,Health Services,Medical Health Officer,,suite 105,,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H22
119,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,527 Fifth Ave.,Dawson City,64.0567775910001,-139.436165345,W6DC
120,,Health and Social Services,,,,,,H-4B,Whitehorse,60.72085,-135.05323,
121,,Health and Social Services,Continuing Care,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
122,,Health and Social Services,,,,,,"Box 2703, H-18",Whitehorse,60.72085,-135.05323,
123,,Energy Mines and Resources,Client Services and Partnerships,Compliance Monitoring and Inspection,Operations,,,Mile 918 Alaska Highway,Whitehorse,60.736833,-135.098865,KWD
124,,Health and Social Services,,,,,,H52,Whitehorse,60.72085,-135.05323,
125,,Health and Social Services,Continuing Care,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
126,,Energy Mines and Resources,Client Services and Partnerships,Compliance Monitoring and Inspection,Operations,,,Mile 918 Alaska Highway,Whitehorse,60.736833,-135.098865,KWD
127,,Health and Social Services,,,,,,"Box 2703, H-18",Whitehorse,60.72085,-135.05323,
128,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Central Region,,,"Box 2703, W-6",Whitehorse,60.72085,-135.05323,
129,,Health and Social Services,,,,,,H-7,Whitehorse,60.72085,-135.05323,
130,,Health and Social Services,Continuing Care,,,Suite 225,,305 Main st.,Whitehorse,60.7190786420001,-135.055437565,H23
131,,Health and Social Services,Continuing Care,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
132,,Community Services,Community Development,Public Libraries,,,,1171 Front Street,Whitehorse,60.726025657,-135.054908596,C23
133,,Health and Social Services,,,,,,"Box 2703, H-18",Whitehorse,60.72085,-135.05323,
134,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,"Box 2703, W6-D",Whitehorse,60.72085,-135.05323,
135,,Health and Social Services,,,,,,H-7,Whitehorse,60.72085,-135.05323,
136,,Health and Social Services,Corporate Services ,,,Suite 225,,305 Main st.,Whitehorse,60.7190786420001,-135.055437565,H23
137,,Health and Social Services,Continuing Care,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
138,,Justice,Community Justice and Public Safety,Victim Services,,,,705 B Church Street,Dawson City,64.0582024710001,-139.435854055,J7DC
139,,Health and Social Services,,,,,,"Box 2703, H-18",Whitehorse,60.72085,-135.05323,
140,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Western Region,,,"Box 2703, W-6HJ",Whitehorse,60.72085,-135.05323,
141,,Health and Social Services,,,,,,H-7,Whitehorse,60.72085,-135.05323,
142,,Health and Social Services,Health Services,Health System Improvement and Transformation,Mental Wellness,Suite 225,,305 Main st.,Whitehorse,60.7190786420001,-135.055437565,H23
143,,Health and Social Services,Continuing Care,Care and Community,Yukon Home Care Program,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
144,,Health and Social Services,Continuing Care,Extended Care Services,Extended Care,,,60 Lazulite Drive,Whitehorse,60.699869015,-135.110811023,H18
145,,Health and Social Services,,,,,,"Box 2703, H-18",Whitehorse,60.72085,-135.05323,
146,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,W6-D,Whitehorse,60.72085,-135.05323,
147,,Health and Social Services,,,,,,H-7,Whitehorse,60.72085,-135.05323,
148,,Health and Social Services,,,,,,H-7,Whitehorse,60.72085,-135.05323,
149,,Health and Social Services,Health Services,Health System Improvement and Transformation,Mental Wellness,Suite 225,,305 Main st.,Whitehorse,60.7190786420001,-135.055437565,H23
150,,Health and Social Services,Health Services,Health System Improvement and Transformation,Mental Wellness,Suite 225,,305 Main st.,Whitehorse,60.7190786420001,-135.055437565,H23
151,,Health and Social Services,,,,Suite 225,,305 Main st.,Whitehorse,60.7190786420001,-135.055437565,H23
152,,Health and Social Services,,,,,#2 Hospital Road,"Box 2703, #2 Hospital Road",Whitehorse,60.7178824430001,-135.043170875,
153,,Health and Social Services,,,,,"#2 Klondike Road, Mccauley Road","Box 2703, H-8",Whitehorse,60.72085,-135.05323,
154,,Health and Social Services,,,,,#6 Hospital Road,"Box 2703, H-19",Whitehorse,60.72085,-135.05323,
155,,Highways and Public Works,Transportation,Aviation,Maintenance,,1 Airport Road,"Box 2703, W-15",Whitehorse,60.7660157600001,-135.147682766,
156,,Highways and Public Works,Transportation,Aviation,Maintenance,,1 Airport Road,Yukon Goverment - Aviation,Whitehorse,60.72085,-135.05323,
157,,Health and Social Services,,,,,1 Hospital Road,"Box 2703, H-1",Whitehorse,60.72085,-135.05323,
158,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
159,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
160,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
161,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
162,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
163,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
164,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
165,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
166,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
167,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
168,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
169,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
170,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
171,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
172,,Health and Social Services,Branch reports direct to HSS DM,Human Resources,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
173,,Health and Social Services,Corporate Services ,Corporate Planning and Risk Management,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
174,,Health and Social Services,Social Services,Social Supports,Alcohol and Drug Service,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
175,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
176,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
177,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
178,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
179,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
180,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
181,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
182,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
183,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
184,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
185,,Health and Social Services,,,,101,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1H
186,,Health and Social Services,Branch reports direct to HSS DM,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
187,,Health and Social Services,Branch reports direct to HSS DM,Communications,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
188,,Health and Social Services,Branch reports direct to HSS DM,Communications,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
189,,Health and Social Services,Continuing Care,Extended Care Services,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
190,,Environment,Environmental Sustainability,Fish and Wildlife,Species Programs,,,10 Burns Road,Whitehorse,60.7159507750001,-135.083334399,V5A
191,,Health and Social Services,,,,,,"Box 2703, H-18",Whitehorse,60.72085,-135.05323,
192,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,W6-D,Whitehorse,60.72085,-135.05323,
193,,Health and Social Services,,,,,,H-7,Whitehorse,60.72085,-135.05323,
194,,Environment,Environmental Sustainability,Conservation Officer Services,,,,P.O. Box 107,Ross River,61.9896200000001,-132.41203,V18RR
195,,Health and Social Services,Corporate Services ,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
196,,Environment,Environmental Sustainability,Conservation Officer Services,,,,P.O. Box 132,Carmacks,62.1001200000001,-136.27055,V18CM
197,,Health and Social Services,,,,,,"Box 2703, H-18",Whitehorse,60.72085,-135.05323,
198,,Health and Social Services,Corporate Services ,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
199,,Environment,Environmental Sustainability,Conservation Officer Services,,,,P.O. Box 194,Watson Lake,60.0629300000001,-128.71524,V18WL
200,,Health and Social Services,,,,,,"Box 2703, H-19",Whitehorse,60.72085,-135.05323,
201,,Highways and Public Works,Property Management,Facilities Management and Regional Services,Northern Region,,,W6-D,Whitehorse,60.72085,-135.05323,
202,,Health and Social Services,Corporate Services ,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
203,,Environment,Environmental Sustainability,Fish and Wildlife,Regional Programs - Northern Tutchone,,,P.O. Box 310,Mayo,45.6727300000001,-75.3482099999999,V5RMA
204,,Health and Social Services,,,,,,"Box 2703, H-19",Whitehorse,60.72085,-135.05323,
205,,Health and Social Services,,,,,,H-7,Whitehorse,60.72085,-135.05323,
206,,Community Services,Protective Services,Fire and Life Safety,Building Safety,,,710 Adela Trail,Watson Lake,60.058325073,-128.683314448,C8WL
207,,Health and Social Services,Corporate Services ,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
208,,Environment,Environmental Sustainability,Conservation Officer Services,,,,P.O. Box 40,Mayo,45.6727300000001,-75.3482099999999,V18MA
209,,Health and Social Services,,,,,,"Box 2703, H-2",Whitehorse,60.72085,-135.05323,
210,,Health and Social Services,,,,,,H-7,Whitehorse,60.72085,-135.05323,
211,,Community Services,Protective Services,Fire and Life Safety,Fire Marshals Office,,,91790 Alaska Highway,Whitehorse,60.7355474010001,-135.097285044,C20
212,,Health and Social Services,Corporate Services ,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
213,,Health and Social Services,Corporate Services ,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
214,,Health and Social Services,Corporate Services ,,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
215,,Health and Social Services,Corporate Services ,Corporate Planning and Risk Management,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
216,,Health and Social Services,Corporate Services ,Corporate Planning and Risk Management,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
217,,Health and Social Services,Corporate Services ,Corporate Planning and Risk Management,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
218,,Health and Social Services,Corporate Services ,Finance Systems and Administration ,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
219,,Health and Social Services,Corporate Services ,Finance Systems and Administration ,Cost Recovery,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
220,,Health and Social Services,Corporate Services ,Finance Systems and Administration ,Facilities and Capital Planning,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
221,,Health and Social Services,Corporate Services ,Finance Systems and Administration ,Facilities and Capital Planning,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
222,,Health and Social Services,Corporate Services ,Finance Systems and Administration ,Financial Operations,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
223,,Health and Social Services,Corporate Services ,Finance Systems and Administration ,Financial Operations,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
224,,Health and Social Services,Corporate Services ,Finance Systems and Administration ,Financial Operations,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
225,,Health and Social Services,Corporate Services ,Finance Systems and Administration ,Financial Operations,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
226,,Health and Social Services,Corporate Services ,Finance Systems and Administration ,Financial Operations,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
227,,Health and Social Services,Corporate Services ,Information Services Branch,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
228,,Health and Social Services,Corporate Services ,Information Services Branch,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
229,,Health and Social Services,Corporate Services ,Information Services Branch,,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
230,,Health and Social Services,Corporate Services ,Information Services Branch,Information and Records,201,1 Hospital Road,1 Hospital Road,Whitehorse,60.717956083,-135.042979251,H1
